n,register_e_symbol,omega_lower_case,omega_upper_case,liouville_function,prime_counter,tape_cp_n_start,register_psf_out,prime_square_free_counter,tape_psf_n_start,mobius_function_mu,mertens_function,semiprime,semiprime_counter
2151,M,2,3,-1,324,M,S,1307,S,0,-1,false,613
2152,M,2,4,1,324,L,S,1307,C,0,-1,false,613
2153,P,1,1,-1,325,M,F,1308,C,-1,-2,false,613
2154,M,3,3,-1,325,M,F,1309,C,-1,-3,false,613
2155,M,2,2,1,325,M,F,1310,S,1,-2,true,614
2156,M,3,5,-1,325,M,S,1310,C,0,-2,false,614
2157,M,2,2,1,325,M,F,1311,C,1,-1,true,615
2158,M,3,3,-1,325,M,F,1312,C,-1,-2,false,615
2159,M,2,2,1,325,M,F,1313,S,1,-1,true,616
2160,M,3,8,1,325,L,S,1313,C,0,-1,false,616
2161,P,1,1,-1,326,M,F,1314,C,-1,-2,false,616
2162,M,3,3,-1,326,M,F,1315,C,-1,-3,false,616
2163,M,3,3,-1,326,M,F,1316,S,-1,-4,false,616
2164,M,2,3,-1,326,M,S,1316,C,0,-4,false,616
2165,M,2,2,1,326,M,F,1317,S,1,-3,true,617
2166,M,3,4,1,326,M,S,1317,C,0,-3,false,617
2167,M,2,2,1,326,M,F,1318,S,1,-2,true,618
2168,M,2,4,1,326,M,S,1318,S,0,-2,false,618
2169,M,2,3,-1,326,M,S,1318,C,0,-2,false,618
2170,M,4,4,1,326,M,F,1319,C,1,-1,false,618
2171,M,2,2,1,326,M,F,1320,S,1,0,true,619
2172,M,3,4,1,326,M,S,1320,C,0,0,false,619
2173,M,2,2,1,326,M,F,1321,C,1,1,true,620
2174,M,2,2,1,326,M,F,1322,S,1,2,true,621
2175,M,3,4,1,326,M,S,1322,S,0,2,false,621
2176,M,2,8,1,326,M,S,1322,C,0,2,false,621
2177,M,2,2,1,326,M,F,1323,S,1,3,true,622
2178,M,3,5,-1,326,L,S,1323,C,0,3,false,622
2179,P,1,1,-1,327,M,F,1324,S,-1,2,false,622
2180,M,3,4,1,327,M,S,1324,C,0,2,false,622
2181,M,2,2,1,327,M,F,1325,C,1,3,true,623
2182,M,2,2,1,327,M,F,1326,C,1,4,true,624
2183,M,2,2,1,327,M,F,1327,S,1,5,true,625
2184,M,4,6,1,327,M,S,1327,C,0,5,false,625
2185,M,3,3,-1,327,M,F,1328,C,-1,4,false,625
2186,M,2,2,1,327,M,F,1329,S,1,5,true,626
2187,M,1,7,-1,327,M,S,1329,S,0,5,false,626
2188,M,2,3,-1,327,M,S,1329,C,0,5,false,626
2189,M,2,2,1,327,M,F,1330,C,1,6,true,627
2190,M,4,4,1,327,M,F,1331,C,1,7,false,627
2191,M,2,2,1,327,M,F,1332,S,1,8,true,628
2192,M,2,5,-1,327,M,S,1332,C,0,8,false,628
2193,M,3,3,-1,327,M,F,1333,C,-1,7,false,628
2194,M,2,2,1,327,M,F,1334,C,1,8,true,629
2195,M,2,2,1,327,M,F,1335,S,1,9,true,630
2196,M,3,5,-1,327,M,S,1335,S,0,9,false,630
2197,M,1,3,-1,327,M,S,1335,C,0,9,false,630
2198,M,3,3,-1,327,M,F,1336,C,-1,8,false,630
2199,M,2,2,1,327,M,F,1337,S,1,9,true,631
2200,M,3,6,1,327,M,S,1337,C,0,9,false,631
2201,M,2,2,1,327,M,F,1338,C,1,10,true,632
2202,M,3,3,-1,327,L,F,1339,C,-1,9,false,632
2203,P,1,1,-1,328,M,F,1340,S,-1,8,false,632
2204,M,3,4,1,328,M,S,1340,S,0,8,false,632
2205,M,3,5,-1,328,M,S,1340,C,0,8,false,632
2206,M,2,2,1,328,L,F,1341,C,1,9,true,633
2207,P,1,1,-1,329,M,F,1342,S,-1,8,false,633
2208,M,3,7,-1,329,M,S,1342,S,0,8,false,633
2209,M,1,2,1,329,M,S,1342,C,0,8,true,634
2210,M,4,4,1,329,M,F,1343,C,1,9,false,634
2211,M,3,3,-1,329,M,F,1344,S,-1,8,false,634
2212,M,3,4,1,329,L,S,1344,C,0,8,false,634
2213,P,1,1,-1,330,M,F,1345,S,-1,7,false,634
2214,M,3,5,-1,330,M,S,1345,C,0,7,false,634
2215,M,2,2,1,330,M,F,1346,S,1,8,true,635
2216,M,2,4,1,330,M,S,1346,C,0,8,false,635
2217,M,2,2,1,330,M,F,1347,C,1,9,true,636
2218,M,2,2,1,330,M,F,1348,C,1,10,true,637
2219,M,2,2,1,330,M,F,1349,S,1,11,true,638
2220,M,4,5,-1,330,L,S,1349,C,0,11,false,638
2221,P,1,1,-1,331,M,F,1350,C,-1,10,false,638
2222,M,3,3,-1,331,M,F,1351,S,-1,9,false,638
2223,M,3,4,1,331,M,S,1351,S,0,9,false,638
2224,M,2,5,-1,331,M,S,1351,S,0,9,false,638
2225,M,2,3,-1,331,M,S,1351,C,0,9,false,638
2226,M,4,4,1,331,M,F,1352,C,1,10,false,638
2227,M,2,2,1,331,M,F,1353,S,1,11,true,639
2228,M,2,3,-1,331,M,S,1353,C,0,11,false,639
2229,M,2,2,1,331,M,F,1354,C,1,12,true,640
2230,M,3,3,-1,331,M,F,1355,C,-1,11,false,640
2231,M,2,2,1,331,M,F,1356,S,1,12,true,641
2232,M,3,6,1,331,M,S,1356,C,0,12,false,641
2233,M,3,3,-1,331,M,F,1357,C,-1,11,false,641
2234,M,2,2,1,331,M,F,1358,C,1,12,true,642
2235,M,3,3,-1,331,M,F,1359,S,-1,11,false,642
2236,M,3,4,1,331,L,S,1359,C,0,11,false,642
2237,P,1,1,-1,332,M,F,1360,C,-1,10,false,642
2238,M,3,3,-1,332,L,F,1361,C,-1,9,false,642
2239,P,1,1,-1,333,M,F,1362,S,-1,8,false,642
2240,M,3,8,1,333,M,S,1362,S,0,8,false,642
2241,M,2,4,1,333,M,S,1362,C,0,8,false,642
2242,M,3,3,-1,333,L,F,1363,C,-1,7,false,642
2243,P,1,1,-1,334,M,F,1364,S,-1,6,false,642
2244,M,4,5,-1,334,M,S,1364,C,0,6,false,642
2245,M,2,2,1,334,M,F,1365,C,1,7,true,643
2246,M,2,2,1,334,M,F,1366,C,1,8,true,644
2247,M,3,3,-1,334,M,F,1367,S,-1,7,false,644
2248,M,2,4,1,334,M,S,1367,C,0,7,false,644
2249,M,2,2,1,334,M,F,1368,S,1,8,true,645
2250,M,3,6,1,334,L,S,1368,C,0,8,false,645
2251,P,1,1,-1,335,M,F,1369,S,-1,7,false,645
2252,M,2,3,-1,335,M,S,1369,C,0,7,false,645
2253,M,2,2,1,335,M,F,1370,S,1,8,true,646
2254,M,3,4,1,335,M,S,1370,C,0,8,false,646
2255,M,3,3,-1,335,M,F,1371,S,-1,7,false,646
2256,M,3,6,1,335,M,S,1371,C,0,7,false,646
2257,M,2,2,1,335,M,F,1372,C,1,8,true,647
2258,M,2,2,1,335,M,F,1373,S,1,9,true,648
2259,M,2,3,-1,335,M,S,1373,S,0,9,false,648
2260,M,3,4,1,335,M,S,1373,C,0,9,false,648
2261,M,3,3,-1,335,M,F,1374,C,-1,8,false,648
2262,M,4,4,1,335,M,F,1375,C,1,9,false,648
2263,M,2,2,1,335,M,F,1376,S,1,10,true,649
2264,M,2,4,1,335,M,S,1376,C,0,10,false,649
2265,M,3,3,-1,335,M,F,1377,C,-1,9,false,649
2266,M,3,3,-1,335,L,F,1378,C,-1,8,false,649
2267,P,1,1,-1,336,M,F,1379,S,-1,7,false,649
2268,M,3,7,-1,336,L,S,1379,C,0,7,false,649
2269,P,1,1,-1,337,M,F,1380,C,-1,6,false,649
2270,M,3,3,-1,337,M,F,1381,C,-1,5,false,649
2271,M,2,2,1,337,M,F,1382,S,1,6,true,650
2272,M,2,6,1,337,L,S,1382,C,0,6,false,650
2273,P,1,1,-1,338,M,F,1383,C,-1,5,false,650
2274,M,3,3,-1,338,M,F,1384,S,-1,4,false,650
2275,M,3,4,1,338,M,S,1384,S,0,4,false,650
2276,M,2,3,-1,338,M,S,1384,S,0,4,false,650
2277,M,3,4,1,338,M,S,1384,C,0,4,false,650
2278,M,3,3,-1,338,M,F,1385,C,-1,3,false,650
2279,M,2,2,1,338,M,F,1386,S,1,4,true,651
2280,M,4,6,1,338,L,S,1386,C,0,4,false,651
2281,P,1,1,-1,339,M,F,1387,C,-1,3,false,651
2282,M,3,3,-1,339,M,F,1388,C,-1,2,false,651
2283,M,2,2,1,339,M,F,1389,S,1,3,true,652
2284,M,2,3,-1,339,M,S,1389,C,0,3,false,652
2285,M,2,2,1,339,M,F,1390,S,1,4,true,653
2286,M,3,4,1,339,L,S,1390,C,0,4,false,653
2287,P,1,1,-1,340,M,F,1391,S,-1,3,false,653
2288,M,3,6,1,340,M,S,1391,C,0,3,false,653
2289,M,3,3,-1,340,M,F,1392,C,-1,2,false,653
2290,M,3,3,-1,340,M,F,1393,C,-1,1,false,653
2291,M,2,2,1,340,M,F,1394,S,1,2,true,654
2292,M,3,4,1,340,L,S,1394,C,0,2,false,654
2293,P,1,1,-1,341,M,F,1395,C,-1,1,false,654
2294,M,3,3,-1,341,M,F,1396,S,-1,0,false,654
2295,M,3,5,-1,341,M,S,1396,S,0,0,false,654
2296,M,3,5,-1,341,L,S,1396,C,0,0,false,654
2297,P,1,1,-1,342,M,F,1397,C,-1,-1,false,654
2298,M,3,3,-1,342,M,F,1398,S,-1,-2,false,654
2299,M,2,3,-1,342,M,S,1398,S,0,-2,false,654
2300,M,3,5,-1,342,M,S,1398,C,0,-2,false,654
2301,M,3,3,-1,342,M,F,1399,C,-1,-3,false,654
2302,M,2,2,1,342,M,F,1400,S,1,-2,true,655
2303,M,2,3,-1,342,M,S,1400,S,0,-2,false,655
2304,M,2,10,1,342,M,S,1400,C,0,-2,false,655
2305,M,2,2,1,342,M,F,1401,C,1,-1,true,656
2306,M,2,2,1,342,M,F,1402,C,1,0,true,657
2307,M,2,2,1,342,M,F,1403,S,1,1,true,658
2308,M,2,3,-1,342,L,S,1403,C,0,1,false,658
2309,P,1,1,-1,343,M,F,1404,C,-1,0,false,658
2310,M,5,5,-1,343,L,F,1405,C,-1,-1,false,658
2311,P,1,1,-1,344,M,F,1406,S,-1,-2,false,658
2312,M,2,5,-1,344,M,S,1406,S,0,-2,false,658
2313,M,2,3,-1,344,M,S,1406,C,0,-2,false,658
2314,M,3,3,-1,344,M,F,1407,C,-1,-3,false,658
2315,M,2,2,1,344,M,F,1408,S,1,-2,true,659
2316,M,3,4,1,344,M,S,1408,C,0,-2,false,659
2317,M,2,2,1,344,M,F,1409,C,1,-1,true,660
2318,M,3,3,-1,344,M,F,1410,C,-1,-2,false,660
2319,M,2,2,1,344,M,F,1411,S,1,-1,true,661
2320,M,3,6,1,344,M,S,1411,C,0,-1,false,661
2321,M,2,2,1,344,M,F,1412,S,1,0,true,662
2322,M,3,5,-1,344,M,S,1412,C,0,0,false,662
2323,M,2,2,1,344,M,F,1413,S,1,1,true,663
2324,M,3,4,1,344,M,S,1413,S,0,1,false,663
2325,M,3,4,1,344,M,S,1413,C,0,1,false,663
2326,M,2,2,1,344,M,F,1414,C,1,2,true,664
2327,M,2,2,1,344,M,F,1415,S,1,3,true,665
2328,M,3,5,-1,344,M,S,1415,C,0,3,false,665
2329,M,2,2,1,344,M,F,1416,C,1,4,true,666
2330,M,3,3,-1,344,M,F,1417,S,-1,3,false,666
2331,M,3,4,1,344,M,S,1417,S,0,3,false,666
2332,M,3,4,1,344,L,S,1417,C,0,3,false,666
2333,P,1,1,-1,345,M,F,1418,C,-1,2,false,666
2334,M,3,3,-1,345,M,F,1419,C,-1,1,false,666
2335,M,2,2,1,345,M,F,1420,S,1,2,true,667
2336,M,2,6,1,345,M,S,1420,C,0,2,false,667
2337,M,3,3,-1,345,M,F,1421,C,-1,1,false,667
2338,M,3,3,-1,345,L,F,1422,C,-1,0,false,667
2339,P,1,1,-1,346,M,F,1423,S,-1,-1,false,667
2340,M,4,6,1,346,L,S,1423,C,0,-1,false,667
2341,P,1,1,-1,347,M,F,1424,C,-1,-2,false,667
2342,M,2,2,1,347,M,F,1425,C,1,-1,true,668
2343,M,3,3,-1,347,M,F,1426,S,-1,-2,false,668
2344,M,2,4,1,347,M,S,1426,C,0,-2,false,668
2345,M,3,3,-1,347,M,F,1427,C,-1,-3,false,668
2346,M,4,4,1,347,L,F,1428,C,1,-2,false,668
2347,P,1,1,-1,348,M,F,1429,S,-1,-3,false,668
2348,M,2,3,-1,348,M,S,1429,S,0,-3,false,668
2349,M,2,5,-1,348,M,S,1429,S,0,-3,false,668
2350,M,3,4,1,348,L,S,1429,C,0,-3,false,668
2351,P,1,1,-1,349,M,F,1430,S,-1,-4,false,668
2352,M,3,7,-1,349,M,S,1430,C,0,-4,false,668
2353,M,2,2,1,349,M,F,1431,C,1,-3,true,669
2354,M,3,3,-1,349,M,F,1432,C,-1,-4,false,669
2355,M,3,3,-1,349,M,F,1433,S,-1,-5,false,669
2356,M,3,4,1,349,L,S,1433,C,0,-5,false,669
2357,P,1,1,-1,350,M,F,1434,S,-1,-6,false,669
2358,M,3,4,1,350,M,S,1434,C,0,-6,false,669
2359,M,2,2,1,350,M,F,1435,S,1,-5,true,670
2360,M,3,5,-1,350,M,S,1435,C,0,-5,false,670
2361,M,2,2,1,350,M,F,1436,C,1,-4,true,671
2362,M,2,2,1,350,M,F,1437,C,1,-3,true,672
2363,M,2,2,1,350,M,F,1438,S,1,-2,true,673
2364,M,3,4,1,350,M,S,1438,C,0,-2,false,673
2365,M,3,3,-1,350,M,F,1439,S,-1,-3,false,673
2366,M,3,4,1,350,M,S,1439,S,0,-3,false,673
2367,M,2,3,-1,350,M,S,1439,S,0,-3,false,673
2368,M,2,7,-1,350,M,S,1439,C,0,-3,false,673
2369,M,2,2,1,350,M,F,1440,C,1,-2,true,674
2370,M,4,4,1,350,L,F,1441,C,1,-1,false,674
2371,P,1,1,-1,351,M,F,1442,S,-1,-2,false,674
2372,M,2,3,-1,351,M,S,1442,C,0,-2,false,674
2373,M,3,3,-1,351,M,F,1443,C,-1,-3,false,674
2374,M,2,2,1,351,M,F,1444,S,1,-2,true,675
2375,M,2,4,1,351,M,S,1444,S,0,-2,false,675
2376,M,3,7,-1,351,L,S,1444,C,0,-2,false,675
2377,P,1,1,-1,352,M,F,1445,C,-1,-3,false,675
2378,M,3,3,-1,352,M,F,1446,C,-1,-4,false,675
2379,M,3,3,-1,352,M,F,1447,S,-1,-5,false,675
2380,M,4,5,-1,352,L,S,1447,C,0,-5,false,675
2381,P,1,1,-1,353,M,F,1448,C,-1,-6,false,675
2382,M,3,3,-1,353,L,F,1449,C,-1,-7,false,675
2383,P,1,1,-1,354,M,F,1450,S,-1,-8,false,675
2384,M,2,5,-1,354,M,S,1450,S,0,-8,false,675
2385,M,3,4,1,354,M,S,1450,C,0,-8,false,675
2386,M,2,2,1,354,M,F,1451,C,1,-7,true,676
2387,M,3,3,-1,354,M,F,1452,S,-1,-8,false,676
2388,M,3,4,1,354,L,S,1452,C,0,-8,false,676
2389,P,1,1,-1,355,M,F,1453,C,-1,-9,false,676
2390,M,3,3,-1,355,M,F,1454,C,-1,-10,false,676
2391,M,2,2,1,355,M,F,1455,S,1,-9,true,677
2392,M,3,5,-1,355,L,S,1455,C,0,-9,false,677
2393,P,1,1,-1,356,M,F,1456,S,-1,-10,false,677
2394,M,4,5,-1,356,M,S,1456,C,0,-10,false,677
2395,M,2,2,1,356,M,F,1457,S,1,-9,true,678
2396,M,2,3,-1,356,M,S,1457,C,0,-9,false,678
2397,M,3,3,-1,356,M,F,1458,C,-1,-10,false,678
2398,M,3,3,-1,356,L,F,1459,C,-1,-11,false,678
2399,P,1,1,-1,357,M,F,1460,S,-1,-12,false,678
2400,M,3,8,1,357,M,S,1460,S,0,-12,false,678
2401,M,1,4,1,357,M,S,1460,C,0,-12,false,678
2402,M,2,2,1,357,M,F,1461,S,1,-11,true,679
2403,M,2,4,1,357,M,S,1461,S,0,-11,false,679
2404,M,2,3,-1,357,M,S,1461,C,0,-11,false,679
2405,M,3,3,-1,357,M,F,1462,C,-1,-12,false,679
2406,M,3,3,-1,357,M,F,1463,C,-1,-13,false,679
2407,M,2,2,1,357,M,F,1464,S,1,-12,true,680
2408,M,3,5,-1,357,M,S,1464,C,0,-12,false,680
2409,M,3,3,-1,357,M,F,1465,C,-1,-13,false,680
2410,M,3,3,-1,357,L,F,1466,C,-1,-14,false,680
2411,P,1,1,-1,358,M,F,1467,S,-1,-15,false,680
2412,M,3,5,-1,358,M,S,1467,C,0,-15,false,680
2413,M,2,2,1,358,M,F,1468,C,1,-14,true,681
2414,M,3,3,-1,358,M,F,1469,C,-1,-15,false,681
2415,M,4,4,1,358,M,F,1470,S,1,-14,false,681
2416,M,2,5,-1,358,L,S,1470,C,0,-14,false,681
2417,P,1,1,-1,359,M,F,1471,C,-1,-15,false,681
2418,M,4,4,1,359,M,F,1472,C,1,-14,false,681
2419,M,2,2,1,359,M,F,1473,S,1,-13,true,682
2420,M,3,5,-1,359,M,S,1473,S,0,-13,false,682
2421,M,2,3,-1,359,M,S,1473,C,0,-13,false,682
2422,M,3,3,-1,359,L,F,1474,C,-1,-14,false,682
2423,P,1,1,-1,360,M,F,1475,S,-1,-15,false,682
2424,M,3,5,-1,360,M,S,1475,S,0,-15,false,682
2425,M,2,3,-1,360,M,S,1475,C,0,-15,false,682
2426,M,2,2,1,360,M,F,1476,C,1,-14,true,683
2427,M,2,2,1,360,M,F,1477,S,1,-13,true,684
2428,M,2,3,-1,360,M,S,1477,C,0,-13,false,684
2429,M,2,2,1,360,M,F,1478,S,1,-12,true,685
2430,M,3,7,-1,360,M,S,1478,C,0,-12,false,685
2431,M,3,3,-1,360,M,F,1479,S,-1,-13,false,685
2432,M,2,8,1,360,M,S,1479,C,0,-13,false,685
2433,M,2,2,1,360,M,F,1480,C,1,-12,true,686
2434,M,2,2,1,360,M,F,1481,C,1,-11,true,687
2435,M,2,2,1,360,M,F,1482,S,1,-10,true,688
2436,M,4,5,-1,360,L,S,1482,C,0,-10,false,688
2437,P,1,1,-1,361,M,F,1483,C,-1,-11,false,688
2438,M,3,3,-1,361,M,F,1484,S,-1,-12,false,688
2439,M,2,3,-1,361,M,S,1484,S,0,-12,false,688
2440,M,3,5,-1,361,L,S,1484,C,0,-12,false,688
2441,P,1,1,-1,362,M,F,1485,C,-1,-13,false,688
2442,M,4,4,1,362,M,F,1486,C,1,-12,false,688
2443,M,2,2,1,362,M,F,1487,S,1,-11,true,689
2444,M,3,4,1,362,M,S,1487,C,0,-11,false,689
2445,M,3,3,-1,362,M,F,1488,C,-1,-12,false,689
2446,M,2,2,1,362,L,F,1489,C,1,-11,true,690
2447,P,1,1,-1,363,M,F,1490,S,-1,-12,false,690
2448,M,3,7,-1,363,M,S,1490,C,0,-12,false,690
2449,M,2,2,1,363,M,F,1491,S,1,-11,true,691
2450,M,3,5,-1,363,M,S,1491,C,0,-11,false,691
2451,M,3,3,-1,363,M,F,1492,S,-1,-12,false,691
2452,M,2,3,-1,363,M,S,1492,C,0,-12,false,691
2453,M,2,2,1,363,M,F,1493,C,1,-11,true,692
2454,M,3,3,-1,363,M,F,1494,C,-1,-12,false,692
2455,M,2,2,1,363,M,F,1495,S,1,-11,true,693
2456,M,2,4,1,363,M,S,1495,S,0,-11,false,693
2457,M,3,5,-1,363,M,S,1495,C,0,-11,false,693
2458,M,2,2,1,363,L,F,1496,C,1,-10,true,694
2459,P,1,1,-1,364,M,F,1497,S,-1,-11,false,694
2460,M,4,5,-1,364,M,S,1497,C,0,-11,false,694
2461,M,2,2,1,364,M,F,1498,C,1,-10,true,695
2462,M,2,2,1,364,M,F,1499,C,1,-9,true,696
2463,M,2,2,1,364,M,F,1500,S,1,-8,true,697
2464,M,3,7,-1,364,M,S,1500,C,0,-8,false,697
2465,M,3,3,-1,364,M,F,1501,S,-1,-9,false,697
2466,M,3,4,1,364,L,S,1501,C,0,-9,false,697
2467,P,1,1,-1,365,M,F,1502,S,-1,-10,false,697
2468,M,2,3,-1,365,M,S,1502,C,0,-10,false,697
2469,M,2,2,1,365,M,F,1503,C,1,-9,true,698
2470,M,4,4,1,365,M,F,1504,C,1,-8,false,698
2471,M,2,2,1,365,M,F,1505,S,1,-7,true,699
2472,M,3,5,-1,365,L,S,1505,C,0,-7,false,699
2473,P,1,1,-1,366,M,F,1506,C,-1,-8,false,699
2474,M,2,2,1,366,M,F,1507,S,1,-7,true,700
2475,M,3,5,-1,366,M,S,1507,S,0,-7,false,700
2476,M,2,3,-1,366,L,S,1507,C,0,-7,false,700
2477,P,1,1,-1,367,M,F,1508,C,-1,-8,false,700
2478,M,4,4,1,367,M,F,1509,C,1,-7,false,700
2479,M,2,2,1,367,M,F,1510,S,1,-6,true,701
2480,M,3,6,1,367,M,S,1510,C,0,-6,false,701
2481,M,2,2,1,367,M,F,1511,C,1,-5,true,702
2482,M,3,3,-1,367,M,F,1512,C,-1,-6,false,702
2483,M,2,2,1,367,M,F,1513,S,1,-5,true,703
2484,M,3,6,1,367,M,S,1513,C,0,-5,false,703
2485,M,3,3,-1,367,M,F,1514,C,-1,-6,false,703
2486,M,3,3,-1,367,M,F,1515,C,-1,-7,false,703
2487,M,2,2,1,367,M,F,1516,S,1,-6,true,704
2488,M,2,4,1,367,M,S,1516,C,0,-6,false,704
2489,M,2,2,1,367,M,F,1517,C,1,-5,true,705
2490,M,4,4,1,367,M,F,1518,C,1,-4,false,705
2491,M,2,2,1,367,M,F,1519,S,1,-3,true,706
2492,M,3,4,1,367,M,S,1519,S,0,-3,false,706
2493,M,2,3,-1,367,M,S,1519,C,0,-3,false,706
2494,M,3,3,-1,367,M,F,1520,C,-1,-4,false,706
2495,M,2,2,1,367,M,F,1521,S,1,-3,true,707
2496,M,3,8,1,367,M,S,1521,C,0,-3,false,707
2497,M,2,2,1,367,M,F,1522,C,1,-2,true,708
2498,M,2,2,1,367,M,F,1523,S,1,-1,true,709
2499,M,3,4,1,367,M,S,1523,S,0,-1,false,709
2500,M,2,6,1,367,M,S,1523,C,0,-1,false,709
2501,M,2,2,1,367,M,F,1524,S,1,0,true,710
2502,M,3,4,1,367,L,S,1524,C,0,0,false,710
2503,P,1,1,-1,368,M,F,1525,S,-1,-1,false,710
2504,M,2,4,1,368,M,S,1525,C,0,-1,false,710
2505,M,3,3,-1,368,M,F,1526,C,-1,-2,false,710
2506,M,3,3,-1,368,M,F,1527,C,-1,-3,false,710
2507,M,2,2,1,368,M,F,1528,S,1,-2,true,711
2508,M,4,5,-1,368,M,S,1528,C,0,-2,false,711
2509,M,2,2,1,368,M,F,1529,C,1,-1,true,712
2510,M,3,3,-1,368,M,F,1530,S,-1,-2,false,712
2511,M,2,5,-1,368,M,S,1530,S,0,-2,false,712
2512,M,2,5,-1,368,M,S,1530,C,0,-2,false,712
2513,M,2,2,1,368,M,F,1531,C,1,-1,true,713
2514,M,3,3,-1,368,M,F,1532,C,-1,-2,false,713
2515,M,2,2,1,368,M,F,1533,S,1,-1,true,714
2516,M,3,4,1,368,M,S,1533,C,0,-1,false,714
2517,M,2,2,1,368,M,F,1534,C,1,0,true,715
2518,M,2,2,1,368,M,F,1535,C,1,1,true,716
2519,M,2,2,1,368,M,F,1536,S,1,2,true,717
2520,M,4,7,-1,368,L,S,1536,C,0,2,false,717
2521,P,1,1,-1,369,M,F,1537,C,-1,1,false,717
2522,M,3,3,-1,369,M,F,1538,S,-1,0,false,717
2523,M,2,3,-1,369,M,S,1538,S,0,0,false,717
2524,M,2,3,-1,369,M,S,1538,S,0,0,false,717
2525,M,2,3,-1,369,M,S,1538,C,0,0,false,717
2526,M,3,3,-1,369,M,F,1539,S,-1,-1,false,717
2527,M,2,3,-1,369,M,S,1539,S,0,-1,false,717
2528,M,2,6,1,369,M,S,1539,S,0,-1,false,717
2529,M,2,3,-1,369,M,S,1539,C,0,-1,false,717
2530,M,4,4,1,369,L,F,1540,C,1,0,false,717
2531,P,1,1,-1,370,M,F,1541,S,-1,-1,false,717
2532,M,3,4,1,370,M,S,1541,C,0,-1,false,717
2533,M,2,2,1,370,M,F,1542,C,1,0,true,718
2534,M,3,3,-1,370,M,F,1543,S,-1,-1,false,718
2535,M,3,4,1,370,M,S,1543,S,0,-1,false,718
2536,M,2,4,1,370,M,S,1543,C,0,-1,false,718
2537,M,2,2,1,370,M,F,1544,S,1,0,true,719
2538,M,3,5,-1,370,L,S,1544,C,0,0,false,719
2539,P,1,1,-1,371,M,F,1545,S,-1,-1,false,719
2540,M,3,4,1,371,M,S,1545,S,0,-1,false,719
2541,M,3,4,1,371,M,S,1545,C,0,-1,false,719
2542,M,3,3,-1,371,L,F,1546,C,-1,-2,false,719
2543,P,1,1,-1,372,M,F,1547,S,-1,-3,false,719
2544,M,3,6,1,372,M,S,1547,C,0,-3,false,719
2545,M,2,2,1,372,M,F,1548,C,1,-2,true,720
2546,M,3,3,-1,372,M,F,1549,S,-1,-3,false,720
2547,M,2,3,-1,372,M,S,1549,S,0,-3,false,720
2548,M,3,5,-1,372,L,S,1549,C,0,-3,false,720
2549,P,1,1,-1,373,M,F,1550,S,-1,-4,false,720
2550,M,4,5,-1,373,L,S,1550,C,0,-4,false,720
2551,P,1,1,-1,374,M,F,1551,S,-1,-5,false,720
2552,M,3,5,-1,374,M,S,1551,C,0,-5,false,720
2553,M,3,3,-1,374,M,F,1552,C,-1,-6,false,720
2554,M,2,2,1,374,M,F,1553,C,1,-5,true,721
2555,M,3,3,-1,374,M,F,1554,S,-1,-6,false,721
2556,M,3,5,-1,374,L,S,1554,C,0,-6,false,721
2557,P,1,1,-1,375,M,F,1555,C,-1,-7,false,721
2558,M,2,2,1,375,M,F,1556,C,1,-6,true,722
2559,M,2,2,1,375,M,F,1557,S,1,-5,true,723
2560,M,2,10,1,375,M,S,1557,C,0,-5,false,723
2561,M,2,2,1,375,M,F,1558,C,1,-4,true,724
2562,M,4,4,1,375,M,F,1559,C,1,-3,false,724
2563,M,2,2,1,375,M,F,1560,S,1,-2,true,725
2564,M,2,3,-1,375,M,S,1560,S,0,-2,false,725
2565,M,3,5,-1,375,M,S,1560,C,0,-2,false,725
2566,M,2,2,1,375,M,F,1561,C,1,-1,true,726
2567,M,2,2,1,375,M,F,1562,S,1,0,true,727
2568,M,3,5,-1,375,M,S,1562,C,0,0,false,727
2569,M,2,2,1,375,M,F,1563,C,1,1,true,728
2570,M,3,3,-1,375,M,F,1564,C,-1,0,false,728
2571,M,2,2,1,375,M,F,1565,S,1,1,true,729
2572,M,2,3,-1,375,M,S,1565,C,0,1,false,729
2573,M,2,2,1,375,M,F,1566,S,1,2,true,730
2574,M,4,5,-1,375,M,S,1566,S,0,2,false,730
2575,M,2,3,-1,375,M,S,1566,S,0,2,false,730
2576,M,3,6,1,375,M,S,1566,C,0,2,false,730
2577,M,2,2,1,375,M,F,1567,C,1,3,true,731
2578,M,2,2,1,375,L,F,1568,C,1,4,true,732
2579,P,1,1,-1,376,M,F,1569,S,-1,3,false,732
2580,M,4,5,-1,376,M,S,1569,C,0,3,false,732
2581,M,2,2,1,376,M,F,1570,C,1,4,true,733
2582,M,2,2,1,376,M,F,1571,S,1,5,true,734
2583,M,3,4,1,376,M,S,1571,S,0,5,false,734
2584,M,3,5,-1,376,M,S,1571,C,0,5,false,734
2585,M,3,3,-1,376,M,F,1572,C,-1,4,false,734
2586,M,3,3,-1,376,M,F,1573,C,-1,3,false,734
2587,M,2,2,1,376,M,F,1574,S,1,4,true,735
2588,M,2,3,-1,376,M,S,1574,C,0,4,false,735
2589,M,2,2,1,376,M,F,1575,C,1,5,true,736
2590,M,4,4,1,376,L,F,1576,C,1,6,false,736
2591,P,1,1,-1,377,M,F,1577,S,-1,5,false,736
2592,M,2,9,-1,377,L,S,1577,C,0,5,false,736
